Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time
201401EO40392,530590,184770,-0.118071,51.546668,1,3,2,1,11/06/2014,4,17:50
201401EO40393,531900,182980,-0.09986,51.530277,1,3,1,1,23/06/2014,2,16:29
201401EO40395,530730,186890,-0.115266,51.565687,1,3,2,1,15/06/2014,1,19:20
201401EO40396,531770,184430,-0.101191,51.543338,1,3,2,1,19/05/2014,2,09:00
201401EO40397,530100,187430,-0.124151,51.570686,1,3,1,1,21/05/2014,4,17:50
201401EO40398,530090,186400,-0.124676,51.561432,1,3,1,1,19/06/2014,5,18:43
201401EO40399,530470,185980,-0.119353,51.55757,1,3,2,1,12/06/2014,5,11:20
201401EO40400,532170,182290,-0.096229,51.524014,1,3,2,1,25/06/2014,4,07:30
201401EO40401,530600,185070,-0.117816,51.549362,1,3,2,1,19/06/2014,5,14:19
201401EO40403,531160,186560,-0.109189,51.562622,1,3,2,2,10/06/2014,3,16:50
201401EO40404,531140,186550,-0.109481,51.562537,1,3,1,1,20/06/2014,6,12:00
201401EO40405,532730,182470,-0.088094,51.5255,1,2,1,1,27/06/2014,6,07:40
201401EO40406,530200,186250,-0.123145,51.560058,1,3,1,1,29/06/2014,1,13:01
201401EO40407,531880,182140,-0.100463,51.522733,1,3,1,1,23/06/2014,2,18:10
201401EO40408,530330,183290,-0.122367,51.533428,1,3,1,1,22/06/2014,1,16:25
201401EO40409,532370,184310,-0.092589,51.54212,1,3,2,1,27/06/2014,6,07:17
201401EO40410,531430,186750,-0.105225,51.564267,1,3,1,2,20/06/2014,6,12:30
201401EO40411,530730,185890,-0.115638,51.556701,1,3,2,1,21/06/2014,7,07:30
201401EO40412,531460,183130,-0.106144,51.531728,1,2,2,1,18/05/2014,1,14:10
201401EO40413,531490,186800,-0.104341,51.564702,1,3,2,1,08/06/2014,1,16:11
201401EO40414,531320,184600,-0.107613,51.544971,1,3,1,1,23/05/2014,6,17:05
201401EO40415,529360,186030,-0.135337,51.558274,1,3,2,1,12/06/2014,5,19:07
201401EO40416,530200,186260,-0.123142,51.560148,1,3,2,1,20/06/2014,6,06:20
201401EO40417,531170,185190,-0.109555,51.550308,1,3,3,1,28/06/2014,7,16:40
201401EO40418,530400,186040,-0.12034,51.558125,1,3,1,1,21/06/2014,7,21:32
201401EO40419,531620,184400,-0.103364,51.543104,1,3,2,2,23/06/2014,2,08:48
201401EO40420,529540,186740,-0.132481,51.564614,1,3,2,2,23/06/2014,2,12:15
201401EO40421,529520,186750,-0.132765,51.564708,1,3,2,1,30/06/2014,2,15:06
201401EO40422,531170,186380,-0.109112,51.561002,1,3,2,1,06/05/2014,3,08:50
201401EO40423,529230,185870,-0.13727,51.556866,1,3,2,2,25/06/2014,4,11:05
201401EO40424,531760,183020,-0.101862,51.53067,1,3,2,1,08/06/2014,1,08:00
201401EO40425,532720,182480,-0.088234,51.525592,1,3,2,1,21/06/2014,7,16:05
201401EO40426,530820,182800,-0.115488,51.528911,1,3,2,1,29/06/2014,1,10:07
201401EO40427,530480,185990,-0.119205,51.557657,1,3,3,1,27/06/2014,6,18:00
201401EO40428,532650,185550,-0.088086,51.553197,1,3,3,1,05/07/2014,7,07:50
201401EO40429,531320,186920,-0.106747,51.56582,1,3,2,1,06/07/2014,1,20:53
201401EO40430,532370,184310,-0.092589,51.54212,1,3,2,1,30/06/2014,2,09:30
201401EO40431,531420,186690,-0.105391,51.56373,1,2,2,1,09/06/2014,2,18:30
201401EO40432,531330,184540,-0.107491,51.544429,1,3,2,1,06/06/2014,6,15:30
201401EO40433,530640,185800,-0.116969,51.555913,1,3,2,1,10/06/2014,3,20:13
201401EO40435,532560,182430,-0.090558,51.52518,1,3,1,1,24/06/2014,3,09:10
201401EO40437,531710,184620,-0.101985,51.54506,1,3,2,1,26/06/2014,5,08:10
201401EO40438,530650,185820,-0.116817,51.55609,1,3,2,1,22/06/2014,1,10:40
201401EO40439,530200,187120,-0.122823,51.567877,1,3,2,1,01/07/2014,3,07:20
201401EO40440,530320,187080,-0.121108,51.56749,1,3,2,1,09/07/2014,4,09:09
201401EO40441,531440,183140,-0.106428,51.531823,1,2,1,1,24/06/2014,3,12:20
201401EO40442,530400,187250,-0.119891,51.568999,1,3,2,1,10/07/2014,5,20:29
201401EO40443,531960,182320,-0.099243,51.524332,1,2,1,1,29/05/2014,5,09:50
201401EO40444,531690,184400,-0.102355,51.543087,1,3,2,1,27/06/2014,6,09:23
201401EO40445,532400,183910,-0.092307,51.538518,1,3,2,1,11/07/2014,6,09:00
201401EO40446,531720,183450,-0.102278,51.534543,1,3,1,1,05/06/2014,5,12:35
201401EO40447,532530,183700,-0.090512,51.5366,1,2,1,1,13/07/2014,1,12:40
201401EO40448,532350,183490,-0.093185,51.534755,1,3,2,1,16/07/2014,4,21:07
201401EO40449,531940,181860,-0.099703,51.520203,1,3,2,1,02/07/2014,4,08:30
201401EO40450,532920,182540,-0.08533,51.526084,1,3,1,1,18/03/2014,3,16:00
201401EO40451,531580,184770,-0.103802,51.546438,1,2,1,1,15/07/2014,3,00:35
201401EO40452,530790,182880,-0.11589,51.529637,1,3,2,1,10/07/2014,5,23:06
201401EO40453,533040,184810,-0.082744,51.546456,1,3,2,1,11/06/2014,4,16:30
201401EO40456,530210,186250,-0.123001,51.560056,1,3,2,1,15/07/2014,3,11:30
201401EO40457,531450,183220,-0.106254,51.532539,1,2,1,1,16/06/2014,2,17:15
201401EO40458,531160,182370,-0.110749,51.524968,1,3,2,1,28/06/2014,7,16:15
201401EO40459,531660,183240,-0.103221,51.53267,1,2,2,1,07/07/2014,2,10:10
201401EO40460,530160,186360,-0.123681,51.561056,1,2,2,1,07/07/2014,2,09:24
201401EO40461,529800,187470,-0.128462,51.571114,1,3,2,1,18/06/2014,4,08:35
201401EO40462,530020,185280,-0.126099,51.551383,1,3,2,1,27/06/2014,6,21:08
201401EO40463,531590,185770,-0.103284,51.555423,1,3,2,1,16/07/2014,4,17:50
201401EO40464,531760,183020,-0.101862,51.53067,1,3,2,1,10/07/2014,5,14:50
201401EO40465,531450,182000,-0.106709,51.521575,1,3,4,1,09/07/2014,4,19:35
201401EO40466,531430,183150,-0.106569,51.531915,1,3,1,1,11/07/2014,6,14:00
201401EO40467,532110,182260,-0.097104,51.523758,1,3,2,2,03/07/2014,5,17:50
201401EO40468,531580,183090,-0.10443,51.531341,1,3,2,1,03/07/2014,5,18:55
201401EO40470,530800,186310,-0.114472,51.560459,1,3,1,1,06/07/2014,1,12:58
201401EO40471,531580,184760,-0.103806,51.546348,1,3,2,1,10/07/2014,5,17:08
201401EO40472,531160,182370,-0.110749,51.524968,1,3,2,1,11/07/2014,6,16:20
201401EO40473,531450,183270,-0.106236,51.532988,1,2,1,1,18/07/2014,6,18:52
201401EO40474,529750,187310,-0.129242,51.569688,1,3,2,1,20/07/2014,1,11:00
201401EO40475,532800,185320,-0.086011,51.551095,1,3,2,1,09/07/2014,4,18:29
201401EO40476,530980,183640,-0.11287,51.536423,1,3,1,1,04/07/2014,6,10:30
201401EO40477,532240,184040,-0.094564,51.539724,1,3,2,2,17/07/2014,5,08:32
201401EO40478,531470,183040,-0.106033,51.530917,1,3,2,1,18/06/2014,4,06:30
201401EO40479,531180,185190,-0.109411,51.550306,1,3,2,2,17/07/2014,5,08:35
201401EO40480,530760,183070,-0.116252,51.531351,1,3,2,1,13/07/2014,1,21:53
201401EO40481,529520,186750,-0.132765,51.564708,1,3,1,1,12/07/2014,7,12:45
201401EO40482,531080,185600,-0.1107,51.554013,1,3,2,1,10/07/2014,5,20:10
201401EO40483,530760,186270,-0.115064,51.560109,1,3,2,1,14/07/2014,2,13:30
201401EO40484,531840,183770,-0.100429,51.537391,1,3,2,1,16/07/2014,4,07:40
201401EO40485,531460,184870,-0.105495,51.547365,1,3,1,2,17/07/2014,5,08:20
201401EO40486,531310,185040,-0.107593,51.548927,1,3,1,1,20/07/2014,1,03:38
201401EO40487,531480,182070,-0.106251,51.522197,1,2,2,1,17/07/2014,5,06:51
201401EO40488,531430,184180,-0.106184,51.541171,1,3,3,3,04/07/2014,6,14:45
201401EO40489,531880,182210,-0.100437,51.523362,1,3,2,1,24/07/2014,5,11:24
201401EO40490,532570,184550,-0.089616,51.54423,1,3,2,1,19/07/2014,7,17:50
201401EO40491,531170,185200,-0.109552,51.550398,1,3,2,3,06/07/2014,1,08:00
201401EO40493,532730,182580,-0.088052,51.526488,1,2,1,1,12/06/2014,5,15:15
201401EO40494,532430,182400,-0.092442,51.524941,1,3,2,1,24/07/2014,5,09:45
201401EO40495,531470,185470,-0.105126,51.552754,1,3,2,1,10/07/2014,5,17:36
201401EO40496,531430,182360,-0.106863,51.524815,1,3,2,2,23/07/2014,4,18:35
201401EO40497,529890,185790,-0.127785,51.555996,1,3,2,2,24/07/2014,5,18:30
201401EO40498,531080,182440,-0.111876,51.525615,1,3,3,3,26/07/2014,7,06:00
201401EO40499,529380,186770,-0.134777,51.56492,1,3,2,1,20/05/2014,3,21:45
201401EO40500,531260,183330,-0.108951,51.533572,1,3,1,1,26/07/2014,7,16:42
201401EO40501,531950,182360,-0.099372,51.524694,1,3,2,1,21/07/2014,2,15:00
201401EO40502,530450,183000,-0.120745,51.530794,1,3,2,1,05/06/2014,5,06:00
201401EO40506,531770,182100,-0.102062,51.5224,1,3,2,1,18/07/2014,6,13:00
201401EO40507,531890,182550,-0.100165,51.526416,1,3,2,1,24/07/2014,5,09:30
201401EO40509,531450,183110,-0.106295,51.531551,1,3,1,1,08/07/2014,3,15:55
201401EO40510,530170,187160,-0.123241,51.568243,1,3,2,1,18/07/2014,6,15:22
201401EO40511,531620,184520,-0.103319,51.544182,1,3,1,1,17/07/2014,5,10:05
201401EO40512,531520,186750,-0.103927,51.564246,1,3,1,1,11/07/2014,6,13:45
201401EO40513,530210,186250,-0.123001,51.560056,1,3,2,1,31/07/2014,5,20:20
201401EO40514,530640,185810,-0.116965,51.556003,1,3,2,1,01/08/2014,6,11:30
201401EO40515,530380,186050,-0.120624,51.55822,1,3,2,1,02/08/2014,7,23:27
201401EO40516,531760,182090,-0.10221,51.522312,1,2,2,1,30/07/2014,4,18:20
201401EO40517,530580,185120,-0.118086,51.549816,1,3,2,1,29/07/2014,3,16:20
201401EO40518,529510,185420,-0.133399,51.552758,1,3,1,1,04/07/2014,6,18:04
201401EO40519,530980,183080,-0.113079,51.53139,1,3,2,1,24/06/2014,3,20:42
201401EO40520,531680,184000,-0.102649,51.539495,1,3,1,1,26/07/2014,7,13:50
201401EO40521,532300,183510,-0.093898,51.534947,1,3,2,1,29/07/2014,3,16:15
201401EO40522,531700,184730,-0.102088,51.546051,1,3,2,1,29/07/2014,3,11:21
201401EO40523,529340,186660,-0.135394,51.563941,1,3,2,1,04/08/2014,2,18:21
201401EO40524,533390,184780,-0.077711,51.546103,1,3,2,1,08/08/2014,6,22:00
201401EO40526,531580,183100,-0.104426,51.53143,1,3,2,3,06/07/2014,1,14:27
201401EO40527,531070,185590,-0.110848,51.553926,1,3,2,1,05/08/2014,3,12:30
201401EO40528,531750,184730,-0.101367,51.546039,1,3,2,1,30/07/2014,4,15:40
201401EO40530,531220,186670,-0.108283,51.563597,1,3,2,1,04/08/2014,2,19:00
201401EO40531,530150,187190,-0.123518,51.568517,1,3,2,2,28/07/2014,2,18:10
201401EO40532,531510,181840,-0.105905,51.520124,1,3,2,1,30/07/2014,4,18:45
201401EO40533,533450,184360,-0.077005,51.542315,1,3,2,1,29/07/2014,3,20:30
201401EO40534,532020,184000,-0.097749,51.539416,1,3,2,1,02/08/2014,7,23:22
201401EO40535,531350,183130,-0.107729,51.531754,1,3,2,1,07/07/2014,2,00:20
201401EO40536,531480,181940,-0.1063,51.521029,1,3,2,1,06/08/2014,4,09:00
201401EO40537,531210,182310,-0.110051,51.524417,1,3,2,1,09/07/2014,4,19:55
201401EO40539,530940,185470,-0.112766,51.552878,1,3,2,1,05/07/2014,7,23:35
201401EO40540,531470,186790,-0.104633,51.564617,1,3,1,2,14/07/2014,2,17:00
201401EO40541,532420,184360,-0.091849,51.542557,1,2,1,3,13/08/2014,4,11:51
201401EO40542,531390,184950,-0.106474,51.5481,1,3,2,1,13/08/2014,4,16:17
201401EO40543,531930,185520,-0.098477,51.553097,1,3,2,1,05/03/2014,4,09:25
201401EO40544,531590,185770,-0.103284,51.555423,1,3,2,2,12/08/2014,3,13:33
201401EO40545,532500,182420,-0.091426,51.525105,1,3,2,1,05/08/2014,3,12:15
201401EO40546,532700,182640,-0.088462,51.527035,1,3,2,1,13/08/2014,4,15:50
201401EO40547,531730,184590,-0.101708,51.544786,1,3,2,1,27/05/2014,3,16:45
201401EO40548,530220,186250,-0.122857,51.560054,1,3,2,2,07/08/2014,5,18:11
201401EO40551,530090,186400,-0.124676,51.561432,1,3,2,1,14/07/2014,2,15:27
201401EO40554,529830,185000,-0.128941,51.54891,1,3,1,1,04/08/2014,2,10:15
201401EO40555,531450,183200,-0.106262,51.532359,1,3,1,1,15/07/2014,3,14:00
201401EO40556,532640,185120,-0.088393,51.549336,1,3,1,1,20/05/2014,3,17:57
201401EO40557,530840,185600,-0.11416,51.554069,1,3,2,1,03/08/2014,1,12:30
201401EO40558,530990,185420,-0.112064,51.552417,1,3,1,1,05/08/2014,3,18:23
201401EO40559,531590,184750,-0.103666,51.546256,1,3,2,1,16/08/2014,7,20:57
201401EO40560,531690,184710,-0.102239,51.545873,1,2,1,1,23/07/2014,4,00:05
201401EO40561,531660,184130,-0.102889,51.540668,1,3,1,1,01/08/2014,6,11:10
201401EO40562,531240,186500,-0.108058,51.562064,1,3,2,1,21/07/2014,2,05:45
201401EO40563,531360,182150,-0.10795,51.522944,1,3,2,1,21/08/2014,5,07:55
201401EO40564,531560,184780,-0.104087,51.546533,1,3,1,1,21/08/2014,5,18:50
201401EO40565,530640,183680,-0.117755,51.536861,1,3,3,1,17/08/2014,1,16:45
201401EO40566,531080,183340,-0.111541,51.533703,1,3,2,1,18/08/2014,2,07:42
201401EO40567,530680,185000,-0.116689,51.548714,1,3,1,2,16/08/2014,7,02:25
201401EO40568,530720,185720,-0.115845,51.555175,1,3,2,1,21/07/2014,2,12:30
201401EO40570,530640,183380,-0.117866,51.534165,1,3,2,1,27/07/2014,1,13:20
201401EO40571,531110,183590,-0.111016,51.535943,1,3,2,1,14/08/2014,5,20:00
201401EO40572,530530,185930,-0.118506,51.557106,1,2,1,1,19/08/2014,3,19:15
201401EO40573,531680,184050,-0.10263,51.539945,1,2,1,1,30/07/2014,4,12:30
201401EO40574,531610,186190,-0.102839,51.559192,1,3,2,1,16/08/2014,7,11:10
201401EO40575,529820,186620,-0.128487,51.563471,1,3,2,1,18/08/2014,2,11:36
201401EO40576,532730,184790,-0.08722,51.546349,1,3,1,1,08/08/2014,6,23:42
201401EO40578,530090,186400,-0.124676,51.561432,1,3,2,1,04/08/2014,2,03:55
201401EO40579,529280,186470,-0.136329,51.562247,1,3,2,1,03/08/2014,1,12:09
201401EO40580,530640,185810,-0.116965,51.556003,1,3,2,1,24/08/2014,1,19:25
201401EO40581,531580,184770,-0.103802,51.546438,1,3,1,1,22/08/2014,6,15:20
201401EO40582,532730,182500,-0.088082,51.52577,1,3,2,1,20/08/2014,4,09:40
201401EO40584,530450,183040,-0.12073,51.531153,1,3,1,1,11/06/2014,4,12:15
201401EO40585,531620,183620,-0.103656,51.536094,1,3,1,1,23/08/2014,7,01:18
201401EO40586,531420,186590,-0.105429,51.562831,1,3,1,1,20/08/2014,4,16:20
201401EO40587,530530,186070,-0.118454,51.558365,1,3,2,1,01/09/2014,2,20:05
201401EO40588,533050,184820,-0.082596,51.546543,1,3,2,1,25/08/2014,2,17:52
201401EO40589,531780,183660,-0.101335,51.536416,1,2,2,1,22/08/2014,6,00:01
201401EO40590,531810,184460,-0.100603,51.543599,1,3,2,1,02/08/2014,7,16:30
201401EO40591,530320,183670,-0.12237,51.536845,1,3,2,1,23/08/2014,7,11:07
201401EO40592,531400,186830,-0.105628,51.564993,1,3,1,1,02/08/2014,7,14:00
201401EO40594,531520,182080,-0.105671,51.522278,1,3,1,1,22/08/2014,6,16:40
201401EO40595,531610,184750,-0.103377,51.546251,1,2,1,1,02/09/2014,3,08:25
201401EO40597,530820,186190,-0.114229,51.559376,1,3,2,1,27/08/2014,4,12:47
201401EO40598,531070,186500,-0.110509,51.562104,1,3,2,1,28/08/2014,5,20:09
201401EO40599,531120,184460,-0.110548,51.543759,1,3,2,1,03/09/2014,4,08:20
201401EO40600,530720,184860,-0.116164,51.547447,1,3,2,1,03/09/2014,4,17:31
201401EO40601,530190,185490,-0.123571,51.553231,1,2,3,1,23/08/2014,7,19:44
201401EO40602,531190,185180,-0.109271,51.550213,1,2,1,5,24/08/2014,1,03:46
201401EO40603,532590,184570,-0.08932,51.544405,1,3,2,1,26/08/2014,3,16:02
201401EO40604,532350,185090,-0.092584,51.549134,1,3,2,1,29/08/2014,6,12:30
201401EO40605,531770,183680,-0.101472,51.536598,1,3,2,2,28/08/2014,5,08:41
201401EO40606,529930,186520,-0.126938,51.562547,1,3,2,1,04/09/2014,5,08:50
201401EO40607,530720,183530,-0.116658,51.535494,1,3,4,1,31/08/2014,1,07:46
201401EO40608,531160,186360,-0.109263,51.560825,1,3,2,1,02/09/2014,3,14:34
201401EO40609,532500,183730,-0.090933,51.536877,1,3,1,1,26/08/2014,3,12:07
201401EO40610,530300,186160,-0.121737,51.559227,1,3,2,1,02/09/2014,3,11:27
201401EO40611,529510,186760,-0.132906,51.5648,1,3,2,1,24/07/2014,5,08:00
201401EO40612,532380,183910,-0.092595,51.538523,1,3,2,1,13/08/2014,4,09:20
201401EO40613,530160,186220,-0.123733,51.559798,1,3,2,1,18/08/2014,2,16:05
201401EO40614,530130,186350,-0.124118,51.560973,1,2,2,1,15/08/2014,6,17:36
201401EO40615,529530,186750,-0.132621,51.564706,1,3,2,1,19/08/2014,3,08:40
201401EO40616,530460,186000,-0.119489,51.557752,1,3,2,1,10/07/2014,5,09:05
201401EO40617,532310,182350,-0.094189,51.52452,1,2,1,1,02/09/2014,3,10:56
201401EO40618,531450,183140,-0.106284,51.53182,1,2,1,1,06/09/2014,7,12:00
201401EO40619,530120,187260,-0.123925,51.569153,1,3,2,1,30/08/2014,7,12:00
201401EO40620,532310,184270,-0.093469,51.541774,1,2,2,1,27/08/2014,4,10:38
201401EO40621,531990,185710,-0.09754,51.55479,1,3,2,1,05/09/2014,6,11:54
201401EO40622,531460,184850,-0.105502,51.547185,1,3,2,1,04/09/2014,5,08:50
201401EO40623,532250,182840,-0.09487,51.528938,1,3,2,1,16/08/2014,7,16:45
201401EO40624,532930,184420,-0.084477,51.542977,1,3,2,1,06/09/2014,7,01:15
201401EO40625,530870,184360,-0.114188,51.542919,1,3,2,1,07/09/2014,1,23:45
201401EO40626,532730,184810,-0.087212,51.546529,1,2,2,1,16/06/2014,2,20:55
201401EO40627,531130,182980,-0.110955,51.530457,1,3,1,1,05/09/2014,6,23:03
201401EO40628,531220,186600,-0.108309,51.562968,1,3,2,1,13/09/2014,7,07:55
201401EO40630,532810,182090,-0.087084,51.522066,1,3,2,1,11/09/2014,5,17:30
201401EO40631,530050,184350,-0.12601,51.543018,1,3,2,1,05/09/2014,6,23:15
201401EO40632,530320,183620,-0.122389,51.536396,1,3,2,1,20/08/2014,4,18:45
201401EO40633,530630,185810,-0.117109,51.556005,1,3,2,1,03/09/2014,4,12:12
201401EO40634,531430,184910,-0.105912,51.547731,1,3,2,1,26/08/2014,3,18:20
201401EO40636,530420,182990,-0.121181,51.530711,1,3,2,1,12/09/2014,6,20:40
201401EO40637,531450,183140,-0.106284,51.53182,1,3,1,2,13/09/2014,7,18:00
201401EO40639,530480,186010,-0.119197,51.557837,1,3,1,1,16/09/2014,3,14:00
201401EO40640,530120,186360,-0.124258,51.561065,1,3,2,1,07/09/2014,1,14:55
201401EO40642,531320,182190,-0.108511,51.523313,1,3,2,1,11/09/2014,5,14:11
201401EO40643,533360,185140,-0.078007,51.549346,1,3,2,1,14/05/2014,4,17:10
201401EO40644,531180,182780,-0.110309,51.528648,1,3,2,1,08/09/2014,2,22:25
201401EO40645,531800,184460,-0.100747,51.543601,1,3,2,3,16/09/2014,3,22:22
201401EO40646,529240,185870,-0.137126,51.556864,1,3,1,1,03/09/2014,4,12:05
201401EO40647,531610,184610,-0.10343,51.544993,1,3,2,2,11/09/2014,5,13:10
201401EO40648,529400,186930,-0.134429,51.566353,1,3,2,1,12/09/2014,6,16:40
201401EO40649,531480,184360,-0.105397,51.542777,1,3,2,1,09/09/2014,3,09:15
201401EO40650,532650,184640,-0.088429,51.54502,1,3,2,1,20/09/2014,7,13:40
201401EO40651,531590,184760,-0.103662,51.546346,1,3,2,2,11/09/2014,5,18:30
201401EO40652,530410,187610,-0.119613,51.572232,1,3,2,1,16/09/2014,3,22:50
201401EO40653,531180,185180,-0.109415,51.550216,1,3,1,1,13/09/2014,7,21:28
201401EO40654,529720,184870,-0.130574,51.547767,1,3,2,1,19/09/2014,6,01:36
201401EO40655,531470,184360,-0.105541,51.542779,1,3,2,1,20/09/2014,7,08:30
201401EO40656,531390,186850,-0.105764,51.565175,1,3,1,1,20/09/2014,7,00:37
201401EO40657,531000,185850,-0.11176,51.556279,1,3,2,1,01/09/2014,2,21:25
201401EO40658,531780,183020,-0.101574,51.530665,1,3,2,2,13/09/2014,7,01:00
201401EO40659,531520,181790,-0.105779,51.519672,1,3,2,1,05/09/2014,6,13:00
201401EO40660,530750,185900,-0.115346,51.556786,1,3,2,1,19/09/2014,6,07:00
201401EO40661,530740,186260,-0.115356,51.560023,1,2,1,2,22/09/2014,2,18:00
201401EO40662,530870,183670,-0.114444,51.536718,1,3,1,1,26/09/2014,6,13:50
201401EO40663,531520,183420,-0.105171,51.53432,1,3,2,1,25/09/2014,5,10:20
201401EO40664,530810,182920,-0.115587,51.529992,1,3,2,1,27/09/2014,7,17:30
201401EO40665,531750,184740,-0.101363,51.546129,1,3,2,1,27/09/2014,7,00:05
201401EO40666,532810,182000,-0.087118,51.521257,1,3,1,1,05/09/2014,6,17:52
201401EO40667,530560,184650,-0.118548,51.545597,1,3,2,1,16/09/2014,3,17:10
201401EO40669,531420,182050,-0.107123,51.522032,1,3,2,1,22/09/2014,2,18:38
201401EO40671,531830,183760,-0.100577,51.537303,1,3,1,1,26/09/2014,6,00:27
201401EO40672,532130,184130,-0.096115,51.540558,1,3,2,1,23/09/2014,3,19:10
201401EO40674,529470,186780,-0.133475,51.564989,1,3,1,1,04/09/2014,5,14:25
201401EO40676,529850,185570,-0.128442,51.554028,1,3,2,1,01/10/2014,4,09:00
201401EO40678,530890,185000,-0.113662,51.548665,1,3,2,1,22/08/2014,6,20:00
201401EO40679,531610,183570,-0.103818,51.535647,1,3,1,1,26/09/2014,6,22:15
201401EO40680,531620,184400,-0.103364,51.543104,1,3,3,1,02/10/2014,5,14:08
201401EO40681,531180,185190,-0.109411,51.550306,1,3,2,1,23/09/2014,3,12:10
201401EO40682,530290,186170,-0.121877,51.559319,1,3,2,1,30/09/2014,3,14:55
201401EO40683,529340,186660,-0.135394,51.563941,1,3,1,1,26/09/2014,6,08:20
201401EO40684,531790,183700,-0.101176,51.536774,1,3,2,1,29/09/2014,2,09:00
201401EO40685,532450,185210,-0.091097,51.550189,1,2,2,1,22/09/2014,2,19:20
201401EO40687,531550,183040,-0.104881,51.530898,1,3,1,1,27/09/2014,7,11:00
201401EO40688,529820,187380,-0.128207,51.570301,1,3,1,1,06/10/2014,2,21:25
201401EO40689,530320,182990,-0.122622,51.530734,1,3,2,1,01/10/2014,4,09:58
201401EO40690,531380,183700,-0.107084,51.536869,1,3,3,1,01/10/2014,4,17:15
201401EO40691,531810,184460,-0.100603,51.543599,1,3,2,2,04/10/2014,7,06:45
201401EO40692,531420,182060,-0.107119,51.522122,1,3,2,1,06/10/2014,2,08:51
201401EO40693,530560,186090,-0.118014,51.558537,1,2,2,1,08/10/2014,4,08:20
201401EO40694,531430,184910,-0.105912,51.547731,1,3,2,1,27/08/2014,4,19:36
201401EO40695,531590,184760,-0.103662,51.546346,1,3,1,1,08/09/2014,2,14:35
201401EO40696,531770,182100,-0.102062,51.5224,1,3,2,1,09/10/2014,5,16:10
201401EO40697,532260,186340,-0.093411,51.560388,1,3,2,1,01/10/2014,4,10:15
201401EO40698,532950,184890,-0.084011,51.547196,1,3,1,1,29/09/2014,2,07:32
201401EO40699,529560,186730,-0.132196,51.564519,1,3,2,1,22/09/2014,2,17:00
201401EO40700,532810,182090,-0.087084,51.522066,1,3,2,1,23/09/2014,3,22:00
201401EO40701,530080,185370,-0.125201,51.552178,1,3,2,1,22/09/2014,2,19:25
201401EO40702,531260,186620,-0.107725,51.563138,1,3,2,1,22/08/2014,6,09:00
201401EO40704,530540,186080,-0.118306,51.558452,1,3,2,1,11/10/2014,7,15:03
201401EO40705,530760,186280,-0.11506,51.560199,1,3,2,1,05/10/2014,1,20:50
201401EO40706,528870,187200,-0.141973,51.568901,1,3,2,1,19/09/2014,6,18:45
201401EO40707,531180,185190,-0.109411,51.550306,1,3,2,1,23/09/2014,3,08:15
201401EO40708,532380,186280,-0.091704,51.559821,1,3,2,1,24/09/2014,4,17:30
201401EO40709,532440,183830,-0.091761,51.53779,1,3,2,1,01/09/2014,2,12:05
201401EO40710,531430,184110,-0.106211,51.540542,1,3,2,1,19/06/2014,5,22:20
201401EO40711,531370,183610,-0.107262,51.536063,1,3,2,1,14/08/2014,5,21:39
201401EO40712,531090,183190,-0.111453,51.532353,1,3,2,1,06/10/2014,2,08:25
201401EO40713,529930,186520,-0.126938,51.562547,1,3,2,1,12/10/2014,1,13:15
201401EO40714,531480,184360,-0.105397,51.542777,1,2,2,1,06/10/2014,2,09:20
201401EO40715,531340,182540,-0.108093,51.526454,1,3,2,1,08/10/2014,4,22:35
201401EO40716,529790,187480,-0.128603,51.571207,1,3,2,1,08/10/2014,4,09:40
201401EO40717,531390,183400,-0.107052,51.534171,1,3,2,1,29/09/2014,2,19:30
201401EO40718,531660,182110,-0.103643,51.522515,1,3,2,1,29/09/2014,2,17:28
201401EO40720,530980,183080,-0.113079,51.53139,1,3,2,1,29/09/2014,2,13:40
201401EO40723,531420,182060,-0.107119,51.522122,1,2,2,1,09/10/2014,5,21:30
201401EO40724,529510,186760,-0.132906,51.5648,1,2,1,1,19/10/2014,1,00:55
201401EO40725,530950,185950,-0.112444,51.557189,1,3,2,2,07/10/2014,3,15:55
201401EO40726,531410,186740,-0.105517,51.564181,1,3,1,2,25/09/2014,5,17:20
201401EO40727,530480,186410,-0.119049,51.561432,1,3,2,1,13/10/2014,2,18:45
201401EO40728,529890,187740,-0.127064,51.57352,1,2,2,1,12/10/2014,1,16:20
201401EO40729,531950,183460,-0.09896,51.534579,1,3,1,1,17/10/2014,6,19:23
201401EO40730,531590,184760,-0.103662,51.546346,1,2,1,1,03/10/2014,6,17:30
201401EO40731,530580,183310,-0.118757,51.53355,1,3,1,1,09/09/2014,3,15:30
201401EO40732,532690,182460,-0.088674,51.525419,1,3,2,1,23/09/2014,3,22:30
201401EO40733,530770,186250,-0.114927,51.559927,1,3,2,1,15/10/2014,4,21:20
201401EO40736,530420,183000,-0.121177,51.530801,1,3,2,1,26/09/2014,6,22:58
201401EO40737,531010,185350,-0.111802,51.551783,1,3,1,1,10/10/2014,6,13:00
201401EO40739,532130,184140,-0.096111,51.540648,1,3,2,1,14/10/2014,3,13:03
201401EO40740,531970,182190,-0.099147,51.523162,1,3,2,1,10/10/2014,6,22:29
201401EO40741,530660,186820,-0.116301,51.565075,1,3,2,2,26/09/2014,6,18:25
